stephanie00@hotmail.com,1,p02,Thailand,American Express,10,2020-18-18 12:18:18
jacobsonamy@perez-cook.com,1,p01,China,Maestro,5,2020-18-18 12:18:23
smithbrandon@yahoo.com,1,p02,Vietnam,MasterCard,10,2020-18-18 12:18:28
jasminelee@bradshaw.com,1,p02,Thailand,Visa,10,2020-18-18 12:18:34
jameshunt@hotmail.com,1,p01,USA,American Express,5,2020-18-18 12:18:39
david72@hunt-white.com,0,p02,Thailand,American Express,10,2020-18-18 12:18:44
roliver@yahoo.com,0,p01,Thailand,Maestro,5,2020-18-18 12:18:49
christine75@hobbs.com,0,p02,China,Maestro,10,2020-18-18 12:18:54
gbarnes@yahoo.com,0,p02,Thailand,Visa,10,2020-18-18 12:18:59
ymorris@glover-myers.com,1,p02,Japan,American Express,10,2020-19-18 12:19:04
gregorybarnes@hotmail.com,1,p01,Singapore,American Express,5,2020-19-18 12:19:09
thomasgilbert@pittman.info,0,p02,Japan,American Express,10,2020-19-18 12:19:14
jared38@harris.com,0,p02,Japan,Visa,10,2020-19-18 12:19:19
russojessica@gmail.com,1,p01,Japan,MasterCard,5,2020-19-18 12:19:24
valdezjack@yahoo.com,0,p01,USA,Maestro,5,2020-19-18 12:19:29
david90@gmail.com,0,p01,Korea,MasterCard,5,2020-19-18 12:19:34
johnsondavid@green.info,1,p02,China,Maestro,10,2020-19-18 12:19:39
rdavis@henderson.com,1,p01,Singapore,MasterCard,5,2020-19-18 12:19:44
hconway@williamson.com,0,p01,USA,Visa,5,2020-19-18 12:19:49
emilysantiago@hotmail.com,0,p01,Japan,Visa,5,2020-19-18 12:19:54
murphymichael@gregory.biz,0,p02,Vietnam,Maestro,10,2020-19-18 12:19:59
johnsonjuan@gmail.com,0,p01,China,Visa,5,2020-20-18 12:20:04
rfitzgerald@yahoo.com,1,p02,Japan,MasterCard,10,2020-20-18 12:20:09
watsondonald@garcia.com,0,p01,China,American Express,5,2020-20-18 12:20:14
clarkdeborah@hernandez-gregory.info,0,p02,Vietnam,Visa,10,2020-20-18 12:20:19
lanechristina@gmail.com,1,p01,Japan,MasterCard,5,2020-20-18 12:20:24
branchgrace@turner-rush.com,0,p02,Singapore,MasterCard,10,2020-20-18 12:20:29
heathertownsend@gmail.com,1,p02,Singapore,American Express,10,2020-20-18 12:20:34
matthewperry@yahoo.com,0,p02,Thailand,Maestro,10,2020-20-18 12:20:39
hallsophia@morris-rice.com,1,p01,Japan,Maestro,5,2020-20-18 12:20:44
santiagodarlene@phillips.info,0,p02,Thailand,American Express,10,2020-20-18 12:20:49
brian23@hotmail.com,1,p02,Japan,Maestro,10,2020-20-18 12:20:55
scottvasquez@yahoo.com,1,p01,Thailand,MasterCard,5,2020-09-18 15:09:24
